,sl_no,State_Name,District_Name,Market_Name,Variety,Group,Arrivals,Min_price,Max_price,Modal_Price,Price_Date
0,1,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,439.0,4881,5000,4949,2014-01-02
5,6,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,400.0,4861,5001,4950,2014-01-04
17,18,Gujarat,Vadodara(Baroda),Vagodiya,HB6,Fibre Crops,1.2,4600,4700,4650,2014-01-06
18,19,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,450.0,4950,5100,5001,2014-01-08
30,31,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,17.5,4911,5001,4945,2014-01-10
32,33,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,45.0,4950,5050,5000,2014-01-12
36,37,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,225.0,4950,5050,5000,2014-01-13
47,48,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,17.0,4921,5001,4965,2014-01-14
48,49,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,235.0,5200,5334,5300,2014-01-16
60,61,Gujarat,Vadodara(Baroda),Nasvadi,Other,Fibre Crops,13.5,4810,5065,4975,2014-01-18
66,67,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,386.5,4951,5150,5100,2014-01-20
68,69,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,210.0,5000,5100,5050,2014-01-22
81,82,Gujarat,Vadodara(Baroda),Nasvadi(Thalkala),Other,Fibre Crops,6.2,5010,5175,5090,2014-01-24
82,83,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,13.0,5200,5325,5250,2014-01-26
93,94,Gujarat,Vadodara(Baroda),Nasvadi(Thalkala),Other,Fibre Crops,8.0,4960,5100,5050,2014-01-28
100,101,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,338.15,4951,5051,5011,2014-01-30
101,102,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,794.0,5100,5165,5150,2014-02-02
112,113,Gujarat,Vadodara(Baroda),Nasvadi(Thalkala),Other,Fibre Crops,8.5,5000,5200,5125,2014-02-03
113,114,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,688.0,5101,5184,5150,2014-02-04
126,127,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,614.93,4951,5125,5075,2014-02-06
129,130,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,545.0,5100,5300,5200,2014-02-08
144,145,Gujarat,Vadodara(Baroda),Nasvadi(Thalkala),Other,Fibre Crops,6.0,4965,5185,5100,2014-02-10
145,146,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,239.0,5150,5235,5200,2014-02-11
157,158,Gujarat,Vadodara(Baroda),Nasvadi,Other,Fibre Crops,16.5,4900,5160,5075,2014-02-12
159,160,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,245.0,5100,5250,5200,2014-02-14
169,170,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,35.0,5101,5170,5125,2014-02-15
172,173,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,42.0,5100,5250,5200,2014-02-16
181,182,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,661.3,5051,5165,5131,2014-02-18
190,191,Gujarat,Vadodara(Baroda),Nasvadi,Other,Fibre Crops,16.0,4885,5050,4975,2014-02-20
192,193,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,421.0,5050,5150,5100,2014-02-22
201,202,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,18.5,5000,5101,5075,2014-02-24
207,208,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,15.0,5000,5101,5065,2014-02-26
209,210,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,89.0,5000,5100,5050,2014-02-28
218,219,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,10.0,5000,5100,5050,2014-03-02
219,220,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,340.0,5001,5101,5050,2014-03-04
231,232,Gujarat,Vadodara(Baroda),Nasvadi,Other,Fibre Crops,8.0,4900,5100,5025,2014-03-06
232,233,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,268.0,5000,5100,5050,2014-03-08
242,243,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,12.5,4900,5100,5000,2014-03-10
250,251,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,335.91,4900,5175,5111,2014-03-12
252,253,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,215.0,5001,5100,5050,2014-03-13
265,266,Gujarat,Vadodara(Baroda),Nasvadi,Other,Fibre Crops,3.5,4785,5000,4950,2014-03-14
266,267,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,15.0,5000,5136,5050,2014-03-16
270,271,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,1.0,5000,5100,5050,2014-03-18
281,282,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,212.66,4825,5075,5050,2014-03-20
293,294,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,243.2,4821,5100,5025,2014-03-22
299,300,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,180.0,4800,5100,5001,2014-03-26
300,301,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,241.0,5100,5200,5150,2014-03-28
306,307,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,10.0,5000,5175,5125,2014-03-30
314,315,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,8.2,5051,5100,5065,2014-04-02
316,317,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,278.0,5000,5150,5075,2014-04-03
327,328,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,138.26,4751,5100,4925,2014-04-04
328,329,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,30.0,5000,5150,5100,2014-04-06
332,333,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,10.0,5000,5151,5050,2014-04-08
341,342,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,6.5,4850,4995,4865,2014-04-10
347,348,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,7.5,4821,5001,4951,2014-04-12
349,350,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,240.0,4900,5171,5100,2014-04-14
359,360,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,113.89,4000,4200,4100,2014-04-16
360,361,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,105.0,4900,5175,5100,2014-04-18
365,366,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,4.0,5000,5250,5150,2014-04-20
374,375,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,108.53,3700,3900,3800,2014-04-22
376,377,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,35.0,5000,5250,5125,2014-04-24
381,382,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,56.0,4900,5300,5200,2014-04-26
391,392,Gujarat,Vadodara(Baroda),Vagodiya,HB6,Fibre Crops,2.8,1450,1550,1500,2014-04-28
392,393,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,36.0,5000,5450,5300,2014-04-29
400,401,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,1.0,4901,5300,5100,2014-05-02
404,405,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,4.0,4800,5400,4900,2014-05-04
405,406,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,354.0,4900,5400,5200,2014-05-05
410,411,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,332.0,4901,5454,5250,2014-05-06
418,419,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,2.0,4600,5300,4950,2014-05-08
422,423,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,333.0,4000,5354,5150,2014-05-10
427,428,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,259.0,4000,5301,5150,2014-05-12
436,437,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,73.95,3700,4000,3800,2014-05-14
437,438,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,211.0,3737,4701,4500,2014-05-16
442,443,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,1.0,4000,4400,4200,2014-05-18
449,450,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,20.16,3500,3900,3750,2014-05-19
450,451,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,75.0,3800,4901,4650,2014-05-20
456,457,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,145.0,3535,4848,4500,2014-05-22
464,465,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,1.0,4000,4750,4550,2014-05-24
466,467,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,85.0,3650,5250,4150,2014-05-26
471,472,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,15.0,4000,4800,4600,2014-05-28
479,480,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,2.0,3700,4200,4100,2014-05-30
481,482,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,10.0,3500,3800,3650,2014-06-02
484,485,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,23.0,3200,3800,3500,2014-06-04
485,486,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,265.0,3200,3850,3475,2014-06-06
486,487,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,15.0,3325,3325,3325,2014-10-02
487,488,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,10.0,3250,3300,3275,2014-10-03
488,489,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,10.0,3250,3350,3300,2014-10-04
490,491,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,10.0,3200,3350,3320,2014-10-06
492,493,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,10.0,3300,3400,3350,2014-10-08
498,499,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,17.85,3500,3700,3600,2014-10-09
500,501,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,22.0,3400,3700,3600,2014-10-10
503,504,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,35.0,3750,3900,3850,2014-10-12
505,506,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,25.0,3750,3900,3850,2014-10-14
508,509,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,22.0,3800,3900,3850,2014-10-16
514,515,Gujarat,Vadodara(Baroda),Vagodiya,HB6,Fibre Crops,0.15,3200,3500,3300,2014-10-17
515,516,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,21.0,3800,3900,3850,2014-10-18
518,519,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,34.0,3850,3950,3900,2014-10-20
521,522,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,12.0,3800,3950,3900,2014-10-22
526,527,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,11.0,3800,3950,3900,2014-10-24
528,529,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,11.0,3800,3950,3900,2014-10-25
530,531,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,11.0,3850,3950,3900,2014-10-26
537,538,Gujarat,Vadodara(Baroda),Vagodiya,HB6,Fibre Crops,0.5,3100,3300,3200,2014-10-28
538,539,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,60.0,4025,4025,4025,2014-10-30
544,545,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,4.0,4000,4025,4015,2014-11-01
549,550,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,24.0,4000,4025,4015,2014-11-02
556,557,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,20.0,4000,4025,4015,2014-11-04
561,562,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,22.0,4000,4050,4025,2014-11-06
563,564,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,23.0,4040,4090,4050,2014-11-08
567,568,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,113.0,4005,4100,4050,2014-11-10
576,577,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,807.53,3900,4000,3975,2014-11-11
577,578,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,122.0,4015,4090,4050,2014-11-12
583,584,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,49.0,4000,4041,4020,2014-11-14
593,594,Gujarat,Vadodara(Baroda),Vagodiya,HB6,Fibre Crops,1.0,3500,3900,3700,2014-11-16
599,600,Gujarat,Vadodara(Baroda),Nasvadi,Other,Fibre Crops,121.0,3850,4060,4000,2014-11-18
601,602,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,351.0,4000,4060,4025,2014-11-20
612,613,Gujarat,Vadodara(Baroda),Nasvadi,Other,Fibre Crops,50.0,3780,4075,3985,2014-11-22
613,614,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,44.0,4000,4060,4030,2014-11-24
627,628,Gujarat,Vadodara(Baroda),Nasvadi,Other,Fibre Crops,20.0,3950,4050,4000,2014-11-26
631,632,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,45.0,4000,4015,4010,2014-11-28
646,647,Gujarat,Vadodara(Baroda),Vagodiya,Shanker 6 (B) 30mm FIne,Fibre Crops,0.9,3650,3900,3800,2014-12-02
647,648,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,60.0,4000,4001,4000,2014-12-04
659,660,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,586.44,3851,4001,3975,2014-12-06
662,663,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,50.0,4000,4060,4030,2014-12-08
676,677,Gujarat,Vadodara(Baroda),Vagodiya,Shanker 6 (B) 30mm FIne,Fibre Crops,0.9,3700,3900,3800,2014-12-09
677,678,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,35.0,4000,4030,4010,2014-12-10
688,689,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,356.4,3851,4025,3975,2014-12-12
690,691,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,35.0,4000,4150,4050,2014-12-14
701,702,Gujarat,Vadodara(Baroda),Vagodiya,Shanker 6 (B) 30mm FIne,Fibre Crops,1.5,3750,3900,3800,2014-12-16
707,708,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,613.83,3851,4001,3975,2014-12-17
709,710,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,35.0,4001,4101,4050,2014-12-18
721,722,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,493.37,3851,4001,3975,2014-12-20
723,724,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,35.0,4000,4115,4060,2014-12-22
738,739,Gujarat,Vadodara(Baroda),Nasvadi,Other,Fibre Crops,50.0,3975,4045,4015,2014-12-24
739,740,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,36.0,4000,4140,4050,2014-12-26
749,750,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,35.0,4000,4060,4030,2014-12-28
751,752,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,35.0,4000,4150,4060,2014-12-30
764,765,Gujarat,Vadodara(Baroda),Nasvadi,Other,Fibre Crops,35.0,3925,4025,3975,2015-01-02
765,766,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,36.0,4000,4050,4025,2015-01-04
776,777,Gujarat,Vadodara(Baroda),Vagodiya,Shanker 6 (B) 30mm FIne,Fibre Crops,2.5,3750,3900,3800,2015-01-06
780,781,Gujarat,Vadodara(Baroda),Vagodiya,Shanker 6 (B) 30mm FIne,Fibre Crops,3.9,3750,3800,3760,2015-01-08
781,782,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,35.0,4000,4050,4030,2015-01-10
793,794,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,474.5,3800,4025,4000,2015-01-12
796,797,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,32.0,4000,4040,4020,2015-01-14
804,805,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,29.6,3800,4000,3975,2015-01-16
811,812,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,34.0,3950,4000,3975,2015-01-18
814,815,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,1.0,3925,4021,4000,2015-01-20
827,828,Gujarat,Vadodara(Baroda),Nasvadi,Other,Fibre Crops,45.0,3980,4025,4000,2015-01-22
833,834,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,881.4,3700,4000,3901,2015-01-24
835,836,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,25.0,3900,4000,3950,2015-01-26
847,848,Gujarat,Vadodara(Baroda),Vagodiya,Shanker 6 (B) 30mm FIne,Fibre Crops,2.7,3650,3950,3800,2015-01-28
848,849,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,995.0,3765,4021,3950,2015-01-30
862,863,Gujarat,Vadodara(Baroda),Savli,Other,Fibre Crops,5.0,3800,3900,3875,2015-02-02
863,864,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,262.0,3850,4001,3925,2015-02-04
876,877,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,46.1,3700,4000,3901,2015-02-06
879,880,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,35.0,3850,4001,3950,2015-02-08
890,891,Gujarat,Vadodara(Baroda),Savli(Samlaya),Desi,Fibre Crops,10.0,3750,3850,3800,2015-02-10
891,892,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,101.5,3785,4022,3925,2015-02-12
904,905,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,40.0,3821,4000,3945,2015-02-14
907,908,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,35.6,3850,4025,3925,2015-02-16
922,923,Gujarat,Vadodara(Baroda),Vagodiya,Shanker 6 (B) 30mm FIne,Fibre Crops,0.6,3650,3850,3750,2015-02-18
930,931,Gujarat,Vadodara(Baroda),Vagodiya,Shanker 6 (B) 30mm FIne,Fibre Crops,0.3,3650,3850,3750,2015-02-20
931,932,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,3.5,3865,4072,3925,2015-02-22
940,941,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,435.46,3700,4000,3901,2015-02-24
942,943,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,425.0,3800,4040,3910,2015-02-26
955,956,Gujarat,Vadodara(Baroda),Nasvadi,Other,Fibre Crops,25.0,3850,3950,3900,2015-02-28
956,957,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,6.0,3900,4000,3910,2015-03-02
969,970,Gujarat,Vadodara(Baroda),Vagodiya,Other,Fibre Crops,0.8,3500,3850,3750,2015-03-04
970,971,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,1.0,3865,4000,3900,2015-03-06
974,975,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,1.0,3800,4000,3900,2015-03-08
983,984,Gujarat,Vadodara(Baroda),Nasvadi,Other,Fibre Crops,52.0,3600,3950,3820,2015-03-10
984,985,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,96.0,3800,4060,3900,2015-03-12
994,995,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,10.0,3825,4000,3921,2015-03-14
1000,1001,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,9.0,3811,4000,3921,2015-03-16
1002,1003,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,325.0,3850,4242,4000,2015-03-18
1008,1009,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,265.0,4000,4161,4050,2015-03-20
1016,1017,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,5.0,3850,4100,4000,2015-03-22
1018,1019,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,304.2,3900,4161,4011,2015-03-24
1025,1026,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,113.93,3300,4000,3500,2015-03-26
1026,1027,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,178.0,4000,4234,4150,2015-03-28
1035,1036,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,102.74,3400,4000,3500,2015-04-02
1036,1037,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,84.0,3900,4501,4301,2015-04-04
1041,1042,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,45.0,3900,4450,4250,2015-04-06
1050,1051,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,124.41,3500,3750,3650,2015-04-08
1051,1052,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,116.0,3900,4461,4400,2015-04-10
1056,1057,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,20.0,3850,4601,4400,2015-04-12
1064,1065,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,127.26,3500,3900,3600,2015-04-14
1065,1066,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,32.0,4000,4550,4400,2015-04-16
1070,1071,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,65.0,3600,4434,4350,2015-04-18
1079,1080,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,159.06,3600,3900,3700,2015-04-20
1089,1090,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,403.69,3500,3900,3750,2015-04-22
1093,1094,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,32.0,3750,4000,3850,2015-04-26
1094,1095,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,35.0,3651,4401,4000,2015-04-28
