sl_no,State_Name,District_Name,Market_Name,Variety,Group,Arrivals,Min_price,Max_price,Modal_price,Date
2090,Gujarat,Vadodara(Baroda),Nasvadi,Other,Fibre Crops,113.7,5165,5585,5360,06-Feb-17
2091,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,340.9,5305,5600,5500,08-Feb-17
2092,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,127.7,5400,5625,5525,08-Feb-17
2093,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,281.4,5400,5625,5525,08-Feb-17
2094,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,133,5475,5650,5575,08-Feb-17
2095,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,18,5405,5595,5550,08-Feb-17
2096,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,276.27,5101,5500,5351,08-Feb-17
2097,Gujarat,Vadodara(Baroda),Nasvadi,Other,Fibre Crops,62.8,5120,5490,5315,08-Feb-17
2098,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,421.1,5365,5657,5500,10-Feb-17
2099,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,135,5400,5625,5500,10-Feb-17
2100,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,336.3,5450,5625,5550,10-Feb-17
2101,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,154.7,5450,5675,5575,10-Feb-17
2102,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,5.5,5565,5690,5625,10-Feb-17
2103,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,275.3,5151,5401,5351,10-Feb-17
2104,Gujarat,Vadodara(Baroda),Nasvadi,Other,Fibre Crops,55.2,5195,5585,5325,10-Feb-17
2105,Gujarat,Vadodara(Baroda),Nasvadi(Thalkala),Other,Fibre Crops,113,5125,5565,5320,10-Feb-17
2106,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,230,5400,5640,5550,12-Feb-17
2107,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,144,5450,5650,5550,12-Feb-17
2108,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,310,5500,5650,5575,12-Feb-17
2109,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,85.9,5450,5600,5550,12-Feb-17
2110,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,607.3,5400,5675,5550,14-Feb-17
2111,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,91.8,5400,5600,5550,14-Feb-17
2112,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,320.6,5450,5650,5550,14-Feb-17
2113,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,104.1,5400,5700,5550,14-Feb-17
2114,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,7.5,5550,5705,5670,14-Feb-17
2115,Gujarat,Vadodara(Baroda),Nasvadi,Other,Fibre Crops,40.5,5260,5580,5435,14-Feb-17
2116,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,599,5454,5589,5500,16-Feb-17
2117,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,85.3,5400,5650,5550,16-Feb-17
2118,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,145,5400,5600,5550,16-Feb-17
2119,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,34,5400,5600,5550,16-Feb-17
2120,Gujarat,Vadodara(Baroda),Nasvadi,Other,Fibre Crops,46.6,5190,5500,5360,16-Feb-17
2121,Gujarat,Vadodara(Baroda),Nasvadi(Thalkala),Other,Fibre Crops,67,5190,5495,5350,16-Feb-17
2122,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,377.3,5400,5500,5450,18-Feb-17
2123,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,289.8,5400,5550,5450,18-Feb-17
2124,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,75,5400,5525,5450,18-Feb-17
2125,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,17.7,5400,5625,5500,18-Feb-17
2126,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,9,5465,5605,5550,18-Feb-17
2127,Gujarat,Vadodara(Baroda),Nasvadi,Other,Fibre Crops,28.4,5210,5485,5335,18-Feb-17
2128,Gujarat,Vadodara(Baroda),Nasvadi(Thalkala),Other,Fibre Crops,56,5200,5500,5330,18-Feb-17
2129,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,384,5400,5555,5500,20-Feb-17
2130,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,85.7,5400,5530,5500,20-Feb-17
2131,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,180,5400,5600,5550,20-Feb-17
2132,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,31,5450,5650,5550,20-Feb-17
2133,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,8,5380,5530,5450,20-Feb-17
2134,Gujarat,Vadodara(Baroda),Nasvadi,Other,Fibre Crops,62.8,5050,5335,5125,20-Feb-17
2135,Gujarat,Vadodara(Baroda),Nasvadi(Thalkala),Other,Fibre Crops,64,5075,5325,5250,20-Feb-17
2136,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,468.2,5200,5512,5400,22-Feb-17
2137,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,97.5,5350,5500,5450,22-Feb-17
2138,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,278.5,5400,5550,5500,22-Feb-17
2139,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,69.9,5430,5550,5500,22-Feb-17
2140,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,5,5350,5655,5525,22-Feb-17
2141,Gujarat,Vadodara(Baroda),Nasvadi,Other,Fibre Crops,38,5160,5480,5365,22-Feb-17
2142,Gujarat,Vadodara(Baroda),Nasvadi(Thalkala),Other,Fibre Crops,56,5120,5460,5350,22-Feb-17
2143,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,393.5,5353,5561,5500,24-Feb-17
2144,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,87.7,5400,5550,5500,24-Feb-17
2145,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,300.4,5400,5555,5500,24-Feb-17
2146,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,73.3,5400,5600,5500,24-Feb-17
2147,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,74,5500,5750,5650,26-Feb-17
2148,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,50,5550,5750,5600,26-Feb-17
2149,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,124,5500,5750,5600,26-Feb-17
2150,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,17,5560,5750,5600,26-Feb-17
2151,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,354,5550,5741,5650,28-Feb-17
2152,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,65,5550,5750,5650,28-Feb-17
2153,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,254,5500,5700,5600,28-Feb-17
2154,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,4.5,5500,5700,5600,28-Feb-17
2155,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,12.5,5205,5720,5650,28-Feb-17
2156,Gujarat,Vadodara(Baroda),Nasvadi,Other,Fibre Crops,21.6,5200,5510,5390,28-Feb-17
2157,Gujarat,Vadodara(Baroda),Nasvadi(Thalkala),Other,Fibre Crops,5.5,5195,5485,5380,28-Feb-17
2158,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,558.5,5555,5740,5600,02-Mar-17
2159,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,70.8,5500,5700,5600,02-Mar-17
2160,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,270.6,5500,5700,5600,02-Mar-17
2161,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,47.1,5500,5700,5600,02-Mar-17
2162,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,9,5400,5675,5555,02-Mar-17
2163,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,539.7,5354,5660,5500,04-Mar-17
2164,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,118.6,5350,5675,5550,04-Mar-17
2165,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,286.6,5300,5600,5450,04-Mar-17
2166,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,40.1,5400,5650,5500,04-Mar-17
2167,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,6,5505,5760,5655,04-Mar-17
2168,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,587.5,5400,5671,5550,06-Mar-17
2169,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,131.8,5450,5650,5550,06-Mar-17
2170,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,324.1,5550,5700,5650,06-Mar-17
2171,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,37.4,5500,5700,5600,06-Mar-17
2172,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,9.5,5300,5730,5600,06-Mar-17
2173,Gujarat,Vadodara(Baroda),Nasvadi,Other,Fibre Crops,10.2,5220,5685,5500,06-Mar-17
2174,Gujarat,Vadodara(Baroda),Nasvadi(Thalkala),Other,Fibre Crops,3.5,5200,5590,5475,06-Mar-17
2175,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,650.1,5450,5700,5600,08-Mar-17
2176,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,109.8,5400,5700,5600,08-Mar-17
2177,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,325.7,5525,5725,5650,08-Mar-17
2178,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,45.7,5525,5741,5600,08-Mar-17
2179,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,5,5435,5695,5560,08-Mar-17
2180,Gujarat,Vadodara(Baroda),Nasvadi,Other,Fibre Crops,15.5,5220,5675,5490,08-Mar-17
2181,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,606.4,5400,5731,5550,10-Mar-17
2182,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,87.3,5450,5700,5550,10-Mar-17
2183,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,364.1,5450,5700,5600,10-Mar-17
2184,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,40.3,5450,5650,5550,10-Mar-17
2185,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,5.8,5360,5680,5550,10-Mar-17
2186,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,554,5400,5680,5550,12-Mar-17
2187,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,105.4,5400,5650,5550,12-Mar-17
2188,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,335,5400,5650,5550,12-Mar-17
2189,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,74,5450,5650,5550,12-Mar-17
2190,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,559.1,5252,5680,5550,14-Mar-17
2191,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,130,5400,5650,5550,14-Mar-17
2192,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,395,5400,5650,5550,14-Mar-17
2193,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,72,5400,5650,5550,14-Mar-17
2194,Gujarat,Vadodara(Baroda),Nasvadi,Other,Fibre Crops,16.6,5220,5635,5510,14-Mar-17
2195,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,26.6,5400,5650,5550,16-Mar-17
2196,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,35,5400,5600,5550,16-Mar-17
2197,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,125.7,5450,5650,5550,16-Mar-17
2198,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,2.3,5400,5650,5550,16-Mar-17
2199,Gujarat,Vadodara(Baroda),Nasvadi,Other,Fibre Crops,9.5,5225,5600,5520,16-Mar-17
2200,Gujarat,Vadodara(Baroda),Nasvadi(Thalkala),Other,Fibre Crops,2,5210,5600,5490,16-Mar-17
2201,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,18,5400,5650,5550,18-Mar-17
2202,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,9,5450,5660,5550,18-Mar-17
